v1,v2
FALSE,"He was evidently afraid the prisoners looking on would laugh at him, and thrust his head into the shirt hurriedly."
FALSE,"He was hungry for something besides food, but he couldn't have her."
TRUE,"He was later arrested on another rape, charged with that crime, and sent away."
TRUE,He was living off of the proceeds of illegal drugs trafficking.
TRUE,"He was not, however, killed, but took refuge in Kashmir, where after a few years he seized the throne and then attacked the neighbouring kingdom of Gandhara, perpetrating terrible massacres."
TRUE,"He was sent to jail, but only for the rape they could prove."
TRUE,"He was watching her, a predator who'd either figured out his prey wasn't edible or needed more study to kill."
TRUE,"He wasn't about to believe Death until he saw Katie for himself.  A minute after midnight on the fourth day, if Katie wasn't standing beside him, he'd need the knowledge of where to set off the atomic bomb within him."
FALSE,He won't walk for years.
TRUE,"He would betray her, and he would kill her, but she suspected even he was not brave enough to cross the king of Landis, whose cruelty was known far and wide."
TRUE,"He would find, in theory at least, that he possessed a weapon of matchless power and precision."
FALSE,"He would not even condescend to make a baby laugh if nobody else laughed, or even listened."
FALSE,He would laugh at the thought of an ancient curse controlling his destiny.
FALSE,"He would laugh, or say such things as ""You will die, mortal!"" and ""Was that your best?"""
FALSE,"Heading up the walk to the mansion, he stopped for a moment to take in the trees that were just beginning to change color."
FALSE,He'd barely managed to walk away from her earlier.
TRUE,"He'd found some level of peace, and he'd grown powerful enough to kill an Other."
TRUE,"He'd keep an eye on Jenn between his missions to kill Others, even if she didn't seem to want anything to do with him."
TRUE,"He'd realize she was about to betray him, then come to kill her."
TRUE,"He'd kill you, Ully."
FALSE,He'd laugh at you.
FALSE,"He'll be inconsolable, Linda said with a delighted laugh."
FALSE,Hell that overcrowded they.re letting murderers walk?
TRUE,"He'll kill her, and you'll have no armies and no magic."
TRUE,He'll kill me anyway.
FALSE,Her father objected and said that no child of his should be deprived of his food on any account.
TRUE,"Her father said Guardians were her enemies, creatures who preyed on humans, and that she must use her powers to kill them."
TRUE,Her gaze moved to the laser gun and then to the familiar man holding it.
TRUE,Her gaze went to the laser gun he'd tossed a short distance away.
TRUE,"Her heart began to beat even faster, and she pulled free the laser gun."
FALSE,Her startled laugh surprised her.
FALSE,"Her stomach roared to life, and even the demon paused at her body's reaction to the food."
TRUE,"Her thoughts returned to Rhyn, and she recalled how he'd fought the last day they'd been on the Sanctuary.  She'd never seen anything like it, a combination of power, agility and fire.  He'd been willing to kill his only friend on her behalf, and the memory was both gratifying and sorrowful.  He'd done it for her."
FALSE,Her vocal powers also include a wonderfully wicked laugh.
FALSE,Her laugh echoed down the rocky canyons of Zzz as the essence of abomination breathed his bloody last below her.
FALSE,Her laugh sounded nervous.
FALSE,Her walk turned into a trot as she pushed her weary body as fast as it would go.
FALSE,"Her walk was unguarded like her mannerisms, a sweet lack of refinement he wasn't sure he liked."
TRUE,"Here there was said to be a descent into the lower world, and local tradition made it the scene of the rape of Persephone."
TRUE,"Here they did not attempt to repeat their old charges, but found a more effective weapon to their hands in a new charge of a political kind - that Athanasius had threatened to stop the Alexandrian corn-ships bound for Constantinople."
FALSE,He's a walk away Joe if I ever saw one.
FALSE,He's a walk away Joe if I've ever seen one.
TRUE,"He's driving me mad, he's so chirpy and chatty I want to kill him."
TRUE,He's going to kill me anyway.
FALSE,"He's got a great sense of style, Linda said with a laugh."
TRUE,"He's too chicken shit to kill you, Darian."
FALSE,"Hi again everyone, Janine, I had to laugh, congrats on the hairy armpits - crazy or what?"
TRUE,"Hiroshima, visited by a bomb of exponential power, reached an infinity of destruction in seconds."
FALSE,His attention was back on his food.
FALSE,His attention was focused on the food in his plate.
TRUE,"His back to the danger, Bordeaux was unaware when the Indian lifted his hatchet for the kill."
FALSE,His brisk walk was stiff.
FALSE,His bronze features were smooth except for the laugh lines at the corners of his eyes.
TRUE,His country was also encouraged by the attention being given to the scourge of illicit trafficking in small arms.
TRUE,His early crimes were rape and that's what caused his arrest.
TRUE,"His examples will run from bee-keepers and pigeon-fanciers to those anxious and willing to use poison gas, the period weapon of mass destruction."
FALSE,"His face was flushed, but his walk was as fluid as always."
FALSE,"His friends looked indignant, which only caused him to laugh even harder."
FALSE,His gaze wandered over her face absently and then finally returned to his food.
FALSE,His goal was to create a book that made people laugh.
FALSE,His irritated honesty startled her enough that she started to laugh.
TRUE,His laser gun lay where he fell.
TRUE,"His last act was to cause his saviour to be beheaded, suspecting him of the intention to kill and not to rescue."
FALSE,His lips thinned into a straight line as he focused on the food in his plate.
TRUE,"His obvious desire to preserve law and order excited the hostility of John of Giscala, who endeavoured vainly to remove him as a traitor to the national cause by inciting the Galileans to kill him and by persuading the Sanhedrin at Jerusalem to recall him."
FALSE,His short laugh was more a snort.
FALSE,"His successors, Rachis and Aistolf, attempted to follow the same game of conquest."
FALSE,"His vanity, however, as has been admirably remarked, is essentially that of "" the peacock, not of the gander,"" and is redeemed by his willingness to raise a laugh at his own expense (Strachan-Davidson, p. 192)."
FALSE,His laugh was insidious.
FALSE,His laugh was more a snort.
FALSE,His laugh was sardonic.
FALSE,His laugh was short and harsh.
FALSE,His laugh was short and humorless.
FALSE,His laugh was short and strained.
FALSE,His laugh was short.
FALSE,His laugh was soft and low.
FALSE,"His laugh was sudden and short, engaging the dimple."
FALSE,"His walk turned to a trot and then a run.  Rhyn ran after him, feeling alive as they raced through the enchanted forest towards a fate he wasn't entirely certain how to handle yet."
TRUE,"Hitherto infallibility had been thought of as the supreme weapon of the Church's armoury, destined only for use at some extraordinary crisis; hence it was naturally conceived of as residing only in the extraordinary authority of a general council presided over by the pope."
TRUE,"Hitherto the mode of demonstration had been by the syllogism; but the syllogism is, in many respects, an incompetent weapon."
TRUE,"Hm.... If you wish to kill him, to kill him outright, you can see him..."
TRUE,Hmmâ€¦ will you want to kill me when you're a wolf?
TRUE,Hmmm. The one creature I can't kill is after me.
FALSE,Hold that food while I change.
TRUE,"Honest to God, I didn't kill the bastard!"
FALSE,Hopefully he hadn't come over to walk her up to the mountain.
TRUE,How aboutâ€¦ why didn't Victor kill you?
TRUE,How do you know he has a gun?
TRUE,How do you think they can penetrate a steel hardened bunker with a bomb unit?
FALSE,How is that for her having the last laugh?
TRUE,How to kill a man? he asked.
TRUE,How was the simple assurance that he would not kill her assurance enough that he would not destroy everything else to get to her?
FALSE,"However, funny love poems can be good for a laugh."
TRUE,"However, putting a culture containing millions of bacillus anthracis spores into a form that makes an effective weapon is not easy."
FALSE,"However, the men who do so in the parades usually only dress that way for a laugh once a year."
TRUE,"Human sciences dissect everything to comprehend it, and kill everything to examine it."
TRUE,"Hybrid rape varieties, with their lower seed rates, are particularly at risk - especially if drilled late into poor dry seedbeds."
TRUE,I believe the last time I used a gun on this place was to defend you – from a bear.
FALSE,I brought you some of that dog food you like.
TRUE,"I can assure you, I'd never kill you once we were lovers."
FALSE,I can hardly walk let alone lift a weapon.
FALSE,"I can make all my friends laugh because I even bathe my large dogs by having them stand as though they are in what we horse people would call cross ties, but without the ties."
TRUE,"I can master any weapon without really trying, Jonny said, a touch of pride in his voice."
FALSE,"I can now tell her to bring me a large book or a small plate, to go upstairs slowly, to run fast and to walk quickly."
FALSE,I can still see that evil smirk setting his whiskers a-quiver; I can almost hear that snide little kitty laugh.
TRUE,I can kill a guardsman in the immortal world.
FALSE,"I can walk by myself, you know."
TRUE,I can't kill Others and Watchers.
TRUE,"I could cause some major damage, but I can't kill them like the Grey God can."
FALSE,I couldn't imagine you'd take that long for a dog walk.
FALSE,"I couldn't Travel, but I could walk."
FALSE,I didn't mean to laugh at you.
TRUE,I didn't kill you when I had the chance.
TRUE,I don't give a shit how I have to kill you!
TRUE,I don't have a gun or anything.
TRUE,I don't know what the sentence for rape was back then.
TRUE,I don't need jackhammers and atom bomb to get in when I can walk through the door.
TRUE,"I don't think I could kill someone, and I've got nothing else to trade."
FALSE,I don't want to laugh.
FALSE,I don't want you to walk out on me again.
FALSE,"I foresee a day when, on a Sunday afternoon, a family might drive (or actually be driven by their car) out to a farm to see where food comes from."
TRUE,I found a field of oil-seed rape with a rough path round the edge next to the canal.
TRUE,I grow double low rapeseed for food use and HEAR industrial rape which is poisonous to humans.
FALSE,I guess a walk in the cool evening isn't worth the risk of being eaten up by beasts is it?
TRUE,I guess I should be grateful you don't kill them.
TRUE,"I guess it has some sort of spell on it that will um, kinda kill anyone else."
TRUE,I guess you carry that gun 'cause it's such a piss-poor neighborhood where our old buddy Vinnie lives.
TRUE,I had my gun out when I confronted him.
FALSE,I had to laugh at Quinn.
FALSE,I hardly minded the cold and lonely walk back after evening prayers demanded my love's return.
FALSE,I have eaten food pretty much my whole life.
TRUE,I have to kill it.
FALSE,I have vivid memories of being severely reprimanded by my head teacher for making my class laugh too much.
FALSE,I haven't eaten real food in weeks.
TRUE,I heard the gun shot.
FALSE,I hide away and I hear a hollow laugh.
FALSE,I hoped we could go for a walk.
FALSE,I hurt my ankle and I can't walk on it.
TRUE,I just told you I don't kill women.
TRUE,"I knew rape was power to the perpetrator so I vowed to be firm and possibly defiant, and not display fear."
TRUE,"I know if I am too weak to destroy it, it will kill them both when it tries to take her, for no female is meant to be the Warlord of Tiyan."
FALSE,I left some food in the kitchen.
FALSE,I like having the last laugh.
FALSE,"I mean real food, sustenance."
FALSE,I mean to shew her that I only laugh at her uncivil behavior.
TRUE,"I mean, Sasha's created some sort of funky monster that even an immortal can't kill."
FALSE,"I miss food so much, Damian, she said with a sigh."
FALSE,I need it instead of food.
FALSE,I needed the food.
TRUE,I never shot a gun in my life.
TRUE,"I observed that the vitals of the village were the grocery, the bar-room, the post-office, and the bank; and, as a necessary part of the machinery, they kept a bell, a big gun, and a fire-engine, at convenient places; and the houses were so arranged as to make the most of mankind, in lanes and fronting one another, so that every traveller had to run the gauntlet, and every man, woman, and child might get a lick at him."
TRUE,I only kill bad guys.
FALSE,I packed enough food for Jack for three days.
FALSE,"I remember how we used to walk this stretch every night, before the Schism."
FALSE,"I sat at a table where were rich food and wine in abundance, and obsequious attendance, but sincerity and truth were not; and I went away hungry from the inhospitable board."
FALSE,I saw a painting I may walk off with.
TRUE,I saw him kill three people.
TRUE,"I speak of fishing only now, for I had long felt differently about fowling, and sold my gun before I went to the woods."
TRUE,"I started learning to shoot a laser gun today, she said."
TRUE,"I suppose if she were mad enough at him, she might kill him but I could visualize her whacking him over the head with a library book more than sneaking up to the ice park and cutting his ropeâ€”and then going to the trouble to blame it on me."
FALSE,"I think in the future, food will be free."
FALSE,"I think she will laugh when I tell her she is a vertebrate, a mammal, a quadruped; and I shall be very sorry to tell her that she belongs to the order Carnivora."
FALSE,"I thought for the first time in my life, I can't walk away and wish I could."
TRUE,I thought there was no situation I couldn't handle outside of rape - and I didn't believe you would do that.
FALSE,I thought we agreed there was no point in using your mother's old dishes when we could just serve our food from the pans we cook it in?
TRUE,"I understand but I.m having a hard time sympathizing, considering it.s me you.re gonna kill."
FALSE,I used to walk up on the hill by myself all the time.
FALSE,"I want to meet that man whom I despise, so as to give him a chance to kill and laugh at me!"
TRUE,"I want to oblige, only I want the mix to kill them."
FALSE,"I want to laugh with you, cry with you, and spend forever with you, so I take you, [name], as my [wife/husband] today."
TRUE,I was born a predator and trained to kill.
TRUE,I was quite surprised to see clover considered a weed to kill out in lawns.
TRUE,"I was sixteen and pregnant and my mother tossed me out of the house and then I was a street smart seventeen year old mother without a pot to piss in and no options to get one then if I screw this guy I can maybe get a million dollars and feed my baby and not listen to gun shots outside my door and I been standing here at the window a long, long time, begging for a ticket to fly out of here and no one has handed me anything but shit and now this guy is holding this first class pass and all I have to do is reach out and grab it but I know I might hate myself for tacking it because this ticket clerk is kind of a jerk sometimes but an okay guy most of the time and he's nice to me and he listens to me, and he loves me and I know if I take it and fly it will kill him."
FALSE,I was told to walk in an eastern direction.
FALSE,"I was wrong to laugh at Mack, we're getting it still worse, said Nesvitski."
TRUE,I will grant them permission to kill you if needed.
TRUE,I will teach you to kill without mercy and turn the humans into obedient beasts.
TRUE,I will kill any who seeks to cage me beneath the earth!
FALSE,I wonder if that nasty dog is in need of a walk.
FALSE,I wonder why it is that we can walk so easily in the air.
FALSE,"I work as well as I sleep, he added, with a laugh."
TRUE,I kill bad guys.
TRUE,"I kill Others and you rescue me, he replied."
FALSE,I laugh at any poor sucker who decides to waste their time on this map.
FALSE,I laugh at her ignorance and she'll suffer for it.
TRUE,"Ialdabaoth instigated the Jews to kill him, but only Jesus died on the cross, for Christ and Prunikos had departed from him."
TRUE,I'd go out and buy a gun and shoot you in every part of your body that you hold dear and then finish you off right between your eyes.
TRUE,I'd hate to have to renege on my promise and kill you.
TRUE,I'd never kill my mate or sell myself to Czerno.
TRUE,"I'd say you have few choices; get protection, get a gun or head for the hills."
TRUE,"I'd use the wrong towel or leave a dish out, and then you'd be threatening to kill me again."
TRUE,I'd kill him! shouted Denisov in a bloodthirsty tone.
TRUE,I'd kill the bastard myself!
FALSE,"Identity of the Food of Animals and Plants.rt is evidently to the actual seats of consumption of food, and of consequent nutrition and increase of living substance, that we should turn when we wish to inquire what are the nutritive materials of plants."
TRUE,"If any man is to kill you, that man will be me."
FALSE,"If anyone links me to you, I'm to bury my head and walk away."
TRUE,"If he didn't bind you, you'd be bound to Czerno, and then you'd really want to kill yourself, he said."
FALSE,"If he has a great sense of humor, a gift to make him laugh is appropriate, but if he is more of a serious intellectual, then that may not be the route to go."
TRUE,"If he wanted to kill her, to rape her, he could have done it with impunity many times over."
TRUE,"If he wanted to kill her, to rape her, he could have done it with impunity many times over."
TRUE,"If I betray you, you track me down and kill me."
TRUE,If I could kill Czerno â€¦ Damian swore darkly.
FALSE,"If I don't get some food, I'll faint or die or something."
TRUE,If I had a gun I'd kill the son of a bitch!
TRUE,"If I had a gun with me, we could have some squirrel for supper."
TRUE,"If I see a ghost and it gives me a hard time, I'll pull my gun and send it packing!"
FALSE,If I was more of a musical snob or NME hack I 'd laugh at this and give it a virtual kicking.
FALSE,If I was more of a musical snob or NME hack I'd laugh at this and give it a virtual kicking.
TRUE,If I'd kill Death to get Katie back.
FALSE,"If it was Gabriel, he'd made it clear he'd walk in."
TRUE,"If it worked-- and I don't know if it did-- you'd see something like the black plague in Europe, only it wouldn't kill people, just turn them into vamps, Iggy said."
FALSE,"If it's four and I go five and interrupt someone's conference or walk into a room full of tarantulas, I'm going to go crazy."
TRUE,If Jonny or the Others didn't kill her.
TRUE,"If nothing else, she wanted to correct him about the Peak, to tell him she'd thought she'd been saving everyone on the mountain by taking the very keypads that might kill them in the hands of a traitor."
TRUE,If only he were not meant to kill her!
TRUE,"If she hadn't bartered for a painless existence, she'd be trying to kill herself to get away from him."
FALSE,"If she went any place, he had to take her – or she had to walk."
FALSE,"If something goes wrong on your date, try to laugh it off."
TRUE,"If that means I go crazy and break the rules, you'll just have to kill me."
TRUE,"If the sorry son-of-a-bitch isn't dead and I find him, I think I'll kill him myself!"
TRUE,"If they put a gun to my grandson, I'd falter in a minute."
TRUE,If they kill him off now it will be a bit blah!
TRUE,"If what the Watcher said was remotely true, she was a powerful weapon in the hands of the Others, and he had limited otherworldly ability to protect her from them."
TRUE,"If what you say is true, the first person I kill once I'm the Black God will be you."
FALSE,"If you can do it, I'll do as you ask and walk away."
FALSE,"If you can say those words, I'll let you walk."
TRUE,"If you don't kill me, what I have will infect him, and he'll follow your father's fate."
FALSE,If you need to walk cross country then walk cross country.
FALSE,"If you tell me every little thing you know or even suspect, I'll just drive away and let you walk down the lane to one of those farm houses we passed."
TRUE,"If you usually carry a penknife, make sure you leave it behind as the police could conceivably construe it as an offensive weapon."
TRUE,"If you want to borrow him and kill some Others, let me know."
FALSE,"If you want to have fun and enjoy a good laugh with people you know, consider playing funny pranks on each other."
FALSE,"If you want to walk this late in the evening, you need to make sure I'm with you."
TRUE,If you bomb it will be about six to eight hours before you can return.
TRUE,"If you'd been out there with a gun like I told you to do, you wouldn't have needed anyone to defend you."
TRUE,"If your mood is quite dejected, bomb Iraq."
TRUE,"If your question is regarding possible insurance fraud in California, you can file a formal complaint through the Internet."
FALSE,I'll put it on the far wall so you see it when you first walk in.
FALSE,I'll take you for a ride through more country in a day than you could hope to walk in a week.
TRUE,I'll kill that bastard when I get him!
FALSE,I'll walk the rest of the way home and have Bill help me tonight when he gets off work.
FALSE,I'll walk with you.
FALSE,I'm going for a walk.
FALSE,"I'm going to take Nikolai for a walk, then we'll have some lunch."
FALSE,I'm going to walk him out to the barn and fix him a place to stay.
TRUE,I'm in a mood to kill everything I see.
TRUE,I'm meant to do what Talon said-- kill the Black God.
TRUE,I'm not going to rape you.
FALSE,I'm the only Immortal who can walk into Hell.
FALSE,"Impress your friends by imparting the 150-year history of Cointreau over drinks, and laugh at them when they pronounce it ""coin-TRUE""."
TRUE,"In 1280 he was wounded in the head with a dart, and as he retained there a part of the weapon for a year, he was called "" Otto with the dart."""
TRUE,"In 1716 two Jesuits, P. Ipolito Desideri, of Pistoia, and P. Freyre, a Portuguese, reached Lhasa by way of Kashmir, Ladak, and the enormous journey from Ladak by the holy lakes and the valley of the Tsangpo."
TRUE,"In 1885 Arthur Douglas Carey and Andrew Dalgleish, following more or less the tracks of Prjevalsky, contributed much that was new to the map of Asia; and in 1886 Captain (afterwards Sir Francis) Younghusband completed a most adventurous journey across the heart of the continent by crossing the Murtagh, the great mountain barrier between China and Kashmir."
TRUE,"In 1993, wild child Marty Saybrooke was the victim of a brutal gang rape in a college dorm room."
TRUE,"In 2003 he captured Andrew Luster, who had fled to Mexico to avoid multiple rape convictions."
TRUE,"In a zoological sense the term is extended to embrace all the monkeys of the Asiatic genus Semnopithecus, which includes a large number of species, ranging from Ceylon, India and Kashmir to southern China and the Malay countries as far east as Borneo and Sumatra."
TRUE,"In addition to the previously mentioned rape, a variety of another species (or subspecies) of Brassica, namely, Brassica rapa, var."
FALSE,"In addition, how food affects us unquestionably has a lot to do with genetic factors, and because everyone has a different genetic makeup, different foods affect each of us differently."
TRUE,"In Africa, illicit trafficking in small and light arms had become a major scourge."
FALSE,"In any case, she couldn't... wouldn't, let him walk her up the mountain again."
TRUE,In early times the war of the Epigoni was a favourite subject of epic poetry.
TRUE,In either case his resistance only served to give a weapon to his enemies in the Assembly.
TRUE,"In Europe the wild boar is still hunted with dogs, but the spear, except when used in emergencies and for giving the coup de grace, has been given up for the gun."
TRUE,"In fact, I'm actually considering putting our entire rape acreage down to the variety for the coming season."
TRUE,"In fact, since Moawiya did not turn the weapon of assassination against such men as Abdallah b."
FALSE,"In fact, they will make food even greater."
TRUE,"In Germany, where the production of rape oil centres, two principal oil-seeds - rape and Riibsen - are well recognized."
TRUE,"In her 40 years on the series, Viki has struggled with rape, divorce, stroke, breast cancer, love, loss and widowhood."
FALSE,"In her mind's eye, she could see Mom, gray-haired, wrinkled and tired - but still taking joy in putting food on the table for Dad."
TRUE,"In his absence Abd-ul-Munim Khan, the lJzbeg commander, attacked the sacred city, obtained possession of it while the shah lay helplessly ill at Teheran, and allowed his savage soldiers full licence to kill and plunder."
TRUE,"In his Autobiography he alleges that he learned from the Provincial Letters of Pascal "" to manage the weapon of grave and temperate irony, even on subjects of ecclesiastical solemnity."""
TRUE,"In his later military career he was the first general who showed on a large scale how the national English weapon, the bow, could win fights when properly combined with the charge of the mailed cavalry."
FALSE,"In many cases the digestion of reserve food materials is effected by the direct action of the protoplasm, without the intervention of enzymes."
TRUE,"In many cases, children or adolescents do not report the rape or sexual assault, but they do show obvious signs of physical violence."
FALSE,"In Mary Had a Little Lamb, what made the children laugh and play?"
TRUE,"In other words, whilst one-fiftieth of a grain may cause unpleasant symptoms, it may need more than a grain to kill."
FALSE,"In public he maintained a bearing of rigid solemnity, and was seen to laugh only three times in the course of his life."
TRUE,In so doing he gave away a highly serviceable political weapon.
TRUE,"In such cases, diagnosis of rape or sexual assault is revealed through therapy sessions for PTSD."
TRUE,"In sum, like the gravity bomb, computer network attack is not inherently indiscriminate by nature."
FALSE,"In the absence of its native records its relations with Palestine are not always clear, but it may be supposed that amid varying political changes it was able to play a double game."
TRUE,"In the case of the squamous epithelial cancer of the anterior abdominal wall found so frequently in the natives of Kashmir, the position of the cancer is peculiar to this people, and is due to the chronic irritation following on repeated burns from using the "" kangri "" - a small earthenware vessel containing a charcoal fire enclosed in basket-work, and suspended round the waist, to assist in maintaining warmth in the extreme cold of the hills of Kashmir."
TRUE,"In the case of those oils which do not belong to the rape oils and yet show abnormally low saponification values, the suspicion is raised at once that a certain amount of mineral oils (which do not absorb alkali and are therefore termed ""unsaponifiable"") has been admixed fraudulently."
TRUE,"In the context of the exceptionally tense confrontation over Kashmir, a small spark could trigger another war."
TRUE,In the end the vanity and featherheadedness of Ibn Ammar drove his master to kill him.
TRUE,In the famous picture of Tomomachus of Byzantium Medea is deliberating whether or not she shall kill her children; there are copies of this painting in the mural decorations of Herculaneum and Pompeii.
TRUE,"In the first winter of the Peloponnesian War (431 B.C.) Athens expelled the Aeginetans, and established a cleruchy in their island."
TRUE,"In the former the bow with vegetable string is the chief weapon, and clothing is woven from palm fibre; in the east spears are found, and in the Welle district swords and throwing-knives also; clothing made from skins also makes its appearance, and more attention is paid to the shades of departed ancestors."
TRUE,"In the introductory paper in Maxwell's collection we are told that "" The practice of draining, enclosing, summer fallowing, sowing flax, hemp, rape, turnip and grass seeds, planting cabbages after, and potatoes with, the plough, in fields of great extent, is introduced; and that, according to the general opinion, more corn grows now yearly where it was never known to grow before, these twenty years last past, than perhaps a sixth of all that the kingdom was in use to produce at any time before."""
TRUE,"In the latter part of the word we have, of course, the same root as in caedere, "" to kill,"" but whether or not the former part is from pater, "" a father,"" or from the same root that we have in per-peram, per-jurium, is a moot point."
TRUE,In the Luritcha tribe it was customary when a child was in weak health to kill a younger and healthy one and feed the weakling on its flesh.
TRUE,"In the north wall is situated the famous Kashmir gate, while the Mori or Drain gate, which was built by a Mahratta governor, has now been removed."
TRUE,In the right stage of the weather a pond fires its evening gun with great regularity.
TRUE,"In the tenth book of the Republic we find the curious argument that the soul does not perish like the body, because its characteristic evil, sin or wickedness does not kill it as the diseases of the body wear out the bodily life."
FALSE,"In the workplace men, and women now, are expected to laugh at dirty jokes, and even tell dirty jokes, and even tell dirty jokes."
FALSE,"In the workplace men, and women now, are expected to laugh at dirty jokes, and even tell dirty jokes."
TRUE,"In the Yemen mountains the wal, a wild goat with massive horns, similar to the Kashmir ibex, is found; monkeys also abound."
TRUE,"In western Tibet, bordering the Kashmir frontier, the climate differs little from that of Ladak."
TRUE,"In Kashmir the plane and Lombardy poplar flourish, though hardly seen farther east, the cherry is cultivated in orchards, and the vegetation presents an eminently European cast."
TRUE,"In Kashmir the serpent-tribes became famous for medical skill in general, and they attributed this to the health-giving serpent (Fergusson, 260)."
TRUE,"In war the latter would probably remain at the ministry of war in Paris, and the generalissimo would have his own chief of staff."
TRUE,"Indeed, Coronation Street has seen its share of jaw-dropping storylines since its inception, ranging from kidnappings and gang violence to infidelity and rape."
TRUE,"Indeed, the latter offered to give him Spoleto and Foligno, taking Rimini in exchange; but Malatesta was so enraged by the proposal that he went to Rome with a dagger concealed on his person, on purpose to kill the pope."
TRUE,"Information about torture, rape and trauma refugees experienced is also not readily available."
TRUE,"Infusion of horse-chestnut's is found to expel worms from soil, and soon to kill them if they are left in it."
TRUE,"Insecticides, of which the bisulphide of carbon (CS 2) and the sulpho-carbonate of potassium (KS CS2) remain in use, were injected into the earth to kill the phylloxera on the roots of the vine."
TRUE,"Instead, she stretched for the laser gun, grasping it."
TRUE,"Instead, they track and kill my vamps."
TRUE,"Involuntary sexual intercourse such as rape and sexual abuse may occur more commonly among adolescents, especially younger adolescent women, and often pose a potential risk for acquisition of STDs."
TRUE,"Involved in secular feuds with Douglas, Livingstone and the earl of Crawford, Kennedy destroyed Crawford with a spiritual weapon, his Curse (23rd of January 1445-1446)."
TRUE,Ira dissidents used about 500 pounds to kill 29 people and wound more than 300 in the Northern Ireland town of Omagh in 1998.
TRUE,Iraq could make nuclear weapon in months to a year once it acquires sufficient weapons-grade fissile material.
TRUE,Iraq has made several attempts to buy high-strength aluminum tubes used to enrich uranium for a nuclear weapon.
TRUE,It affects 3% of soldiers but perhaps 20% of rape victims.
TRUE,It also runs a girls ' hostel for underage victims of rape or forced prostitution.
TRUE,"It became a ratings weapon for ITV, deployed whenever the channel needed a fillip or to attract viewers to an entirely different series."
TRUE,It can take up to six sprays to kill corn borers conventionally.
FALSE,It comes over me that in the last two or three pages of this chapter I have used figures which will turn the laugh against me.
FALSE,"It even started with some suitably spirited singing, and drew many a laugh from the enthusiastic audience."
TRUE,"It explained why Jonny didn't kill her, but it didn't explain why he hadn't turned her."
FALSE,It felt good to laugh after the events of the past week.
TRUE,"It goes with the territory to kill them, like you kill cows for hamburgers, he said with such nonchalance she was left speechless."
TRUE,It had taken a team of Guardiansâ€”including two Original Beingsâ€”to kill the last Other.
TRUE,It had taken a team of Guardians—including two Original Beings—to kill the last Other.
FALSE,It had taken her two days to work up the courage to walk alone into what appeared to be the rear wall but was really a mirage disguising a grey bathroom with a clothing unit in the corner.
TRUE,It has always been intended to produce the weapon in caliber 7-08 for jurisdictions where 30 caliber weapons are forbidden.
TRUE,It has been aptly said the fellah would make an admirable soldier if he only wished to kill some one!
TRUE,"It has long been cultivated in Persia and Kashmir, and is supposed to have been introduced into China by the Mongol invasion."
FALSE,"It hobbled, and that made me laugh; but it is wrong to laugh at the poor animals!"
TRUE,"It intends to use the method on 300,000 gallons of liquid waste from atom bomb tests in the 1940s."
FALSE,It is a curious feature in Nemertines that the alimentary canal seldom contains traces of food and yet most of these worms are voracious.
TRUE,It is also said to be used as writing paper by the mountaineers; and in Kashmir it is in general use for roofing houses.
TRUE,"It is at the disposal of the minister of war, who can decree the recall of all men discharged to the reserve the previous year and all those whose time of service has for any reason been shortened."
TRUE,"It is convenient, to mention in this place certain institutions attached to the war department and completing the French military organization."
FALSE,"It is full of fish, and the neighbouring country, though barren and uncultivated, contains quantities of game."
FALSE,It is interesting to remember how much of this food for fire is still concealed in the bowels of the earth.
TRUE,"It is known that to the TibetoChinese modifications of the pure Mongolian type all the eastern Burmese tribes - Chins, Kachins, Shans, &c. - belong (as indeed do the Burmese themselves), and that a cognate race occupies the Himalaya to the eastern limits of Kashmir."
TRUE,It is measured by the complete oxidation of the food in a bomb calorimeter.
TRUE,It is never justifiable to kill an innocent human being to save another.
TRUE,"It is not chivalrous nor heroic to allow someone the opportunity to kill again, simply because of their gender."
FALSE,It is obvious that the points game demands an ideally perfect green.
TRUE,It is probable that this charge was dropped because a more powerful weapon had in the meantime been placed in his enemies' hands.
TRUE,"It is said to have been conquered by Romulus after the rape of the Sabine women, and to have assisted the Tarquins."
TRUE,"It is separated from Staten Island only by the narrow strip of water known as the Kill van Kull, and it has a total water frontage of about 10 m."
FALSE,"It is sometimes forgotten, when discussing questions of animal nutrition, that all the food materials of all living organisms are prepared originally from inorganic substances in exactly the same way, in exactly the same place, and by the same machinery, which is the chlorophyll apparatus of the vegetable kingdom."
TRUE,"It is the second town in Kashmir, and was originally the capital of the valley, but is now decaying."
TRUE,"It is therefore, likely that defects in synaptic vesicle trafficking may be associated with specific sub-forms of schizophrenia."
TRUE,"It is true that on the continent extracted meal, especially rape meal from good Indian seed and palm kernel meal, are somewhat largely used as focd for cattle in admixture with press cakes, but in England no extracted meal is used for feeding cattle, but finds its proper use in manuring the land."
TRUE,"It lies partly within Stillwater and partly within Half-Moon townships, in the bottom-lands at the mouth of the Anthony Kill, about 1 z m."
TRUE,It looked like a fresh kill.
FALSE,It made her want to laugh and squirm uncomfortably.
FALSE,"It made him laugh, and he scoffed at the people and called them cowards and old women."
FALSE,"It made me laugh quite hard, for I know my father is Arthur Keller."
FALSE,It may at other times lead to great difficulties in the supply of the gaseous constituents which are used in the manufacture of food.
