Category,Message
TRUE,"Sapphires are also found in Kashmir, where they occur, associated with tourmaline, in the Zanskar range, especially near the village of Soomjam."
TRUE,It is also said to be used as writing paper by the mountaineers; and in Kashmir it is in general use for roofing houses.
TRUE,"During a tour through Kashmir with Sir Henry Lawrence he kept the purse and Sir Henry could never obtain an account from him; subsequently Sir George Lawrence accused him of embezzling the funds of the Lawrence Asylum at Kasauli; while Sir Neville Chamberlain in a published letter says of the third brother, Lord Lawrence, ""I am bound to say that Lord Lawrence had no opinion of Hodson's integrity in money matters."
TRUE,"The family is divisible into two sub-families, of which the first, or Sminthinae, is represented only by the genus Sminthus, containing a few species which range from Denmark into Western Asia, Kashmir and China."
TRUE,"In western Tibet, bordering the Kashmir frontier, the climate differs little from that of Ladak."
TRUE,"In 1716 two Jesuits, P. Ipolito Desideri, of Pistoia, and P. Freyre, a Portuguese, reached Lhasa by way of Kashmir, Ladak, and the enormous journey from Ladak by the holy lakes and the valley of the Tsangpo."
TRUE,"It is at the disposal of the minister of war, who can decree the recall of all men discharged to the reserve the previous year and all those whose time of service has for any reason been shortened."
TRUE,"Even when, on the invention of gunpowder and firearms, the bow had fallen into disuse as a weapon of war, the prohibition was continued."
TRUE,"The advantages of a purely territorial system have tempted various War Ministers to apply it, but the results were not good, owing to the want of uniformity in the military qualities and the political subordination of the different districts."
TRUE,"The full number of persons liable to be called upon for military service and engaged in such service is calculated (1908) as 4,800,000, of whom 1,350,000 of the active army and the younger classes of army reserve would constitute the field armies set on foot at the outbreak of war."
TRUE,"In war the latter would probably remain at the ministry of war in Paris, and the generalissimo would have his own chief of staff."
TRUE,"It is convenient, to mention in this place certain institutions attached to the war department and completing the French military organization."
TRUE,The ordnance department of the navy is carried on by a large detachment of artillery officers and artificers provided by the war office for this special duty.
TRUE,"Winston was founded in 1851 as the countyseat and was named in honour of Major Joseph Winston (1746-1815), a famous Indian fighter, a soldier during the War of Independence and a representative in Congress in1793-1795and 1803-1807."
TRUE,When war was regarded as likely the martinella was attached to the door of the church of Santa Maria in the Mercato Nuovo in Florence and rung to warn both citizens and enemies.
TRUE,"Its early - Protestant sympathies placed it on the side of Sweden during the Thirty Years' War, and in 1628 it successfully resisted a siege of eleven weeks by Wallenstein, who had sworn to take it ""though it were chained to heaven."""
TRUE,In early times the war of the Epigoni was a favourite subject of epic poetry.
TRUE,"At the end of the war, Caesar bestowed upon Bocchus part of the territory of Massinissa, Juba's ally, which was recovered after Caesar's murder by Massinissa's son Arabion."
TRUE,"After a period of inaction war between the two countries again became imminent in 1209; but a peace was made at Norham, and about three years later another amicable arrangement was reached."
TRUE,"The western pediment, which is more conservative in type, represents the earlier expedition of Heracles and Telamon against Troy; the eastern, which is bolder and more advanced, probably refers to episodes in the Trojan war."
TRUE,"There was but one war, and it lasted from 488 to 481."
TRUE,That Athens had the worst of it in this war is certain.
TRUE,"The change in Athenian foreign policy, which was consequent upon the ostracism of Cimon in 461, led to what is sometimes called the First Peloponnesian War, in which the brunt of the fighting fell upon Corinth and Aegina."
TRUE,"In the first winter of the Peloponnesian War (431 B.C.) Athens expelled the Aeginetans, and established a cleruchy in their island."
TRUE,"The pistol, dagger, and peasant coat were ready."
TRUE,He paused and then suddenly seeing the pistol on the table seized it with unexpected rapidity and ran out into the corridor.
TRUE,There are two sorts of rifle which I think are better off without telescope sights.
TRUE,Earlier this year the Alaskan pipeline network was almost brought to a complete standstill by a stray bullet from a hunting rifle.
TRUE,"The citizens of Cairo, accustomed to such occurrences, immediately closed their shops, and every man who possessed any weapon armed himself."
TRUE,"Few of these unfortunates possessed any other weapon than the long staff (nebbut) of the Egyptian peasant; still they offered an obstinate resistance, and the combat in which they were defeated resembled a massacre."
TRUE,"The chariots of the Egyptians and Assyrians, with whom the bow was the principal arm of attack, were richly mounted with quivers full of arrows, while those of the Greeks, whose characteristic weapon was the spear, were plain except as regards mere decoration."
TRUE,"Involved in secular feuds with Douglas, Livingstone and the earl of Crawford, Kennedy destroyed Crawford with a spiritual weapon, his Curse (23rd of January 1445-1446)."
TRUE,"An act abolished civil penalties upon sentences of excommunication, and thus broke the terrible weapon which the preachers had wielded so long."
TRUE,"The names generally given to the three prehistoric periods of man's life on the earth - the Stone, the Bronze and the Iron age - imply the vast importance of the progressive steps from the flint knife to the bronze celt, and lastly to the keen-edged elastic iron weapon or tool."
TRUE,"The quoit was the ancient weapon of the Sikh, who calls it chakar."
TRUE,"In fact, since Moawiya did not turn the weapon of assassination against such men as Abdallah b."
TRUE,"This unlucky marriage was negotiated, it is said, chiefly to acquire the old claims of Denmark over England, to be used as a weapon against Richard I."
TRUE,"Russian aid, though promptly offered, was too double-edged a weapon to be used save at the last extremity."
TRUE,"A two-edged weapon, of which the blade is of sharks' teeth, and a defensive armour of braided sennit, are also peculiar to the islands; a large adze, made of the shell of the Tridacna gigas (the largest bivalve known), was formerly used in the Carolines, probably by the old builder race."
TRUE,"Hitherto infallibility had been thought of as the supreme weapon of the Church's armoury, destined only for use at some extraordinary crisis; hence it was naturally conceived of as residing only in the extraordinary authority of a general council presided over by the pope."
TRUE,"The only victim of this plot was Ali, who died at Kufa in 661, of the wound inflicted by a poisoned weapon."
TRUE,It is probable that this charge was dropped because a more powerful weapon had in the meantime been placed in his enemies' hands.
TRUE,"Hitherto the mode of demonstration had been by the syllogism; but the syllogism is, in many respects, an incompetent weapon."
TRUE,"The chief weapon of the Persians, as of all Iranians, was the bow, which accordingly the king himself holds in his portraits, e.g."
TRUE,"Like him he had little inclination to the orthodox church, and favored Mazdak, the founder of a communistic sect which had made headway among the people and might be used as a weapon against the nobles, of whom Mazdak demanded that they should cut down their luxury and distribute their superfluous wealth."
TRUE,The zeal with which the school prosecuted logical inquiries had one practical result - they could use to perfection the unrivalled weapon of analysis.
TRUE,"It was as a weapon of war, as well as a nursery of learning, that Frederick William III."
TRUE,"The Maillotins, as the Parisian insurgents were named from the weapon they used, gained the upper hand in Paris, and were able temporarily to make terms, but the commune of Rouen was abolished, and the Tuchins, as the marauders in Languedoc were called, were pitilessly hunted down."
TRUE,"In the former the bow with vegetable string is the chief weapon, and clothing is woven from palm fibre; in the east spears are found, and in the Welle district swords and throwing-knives also; clothing made from skins also makes its appearance, and more attention is paid to the shades of departed ancestors."
TRUE,"Although the army has been equipped with modern rifles, the common weapon of the people is the matchlock, and slings are still in use."
TRUE,"Here they did not attempt to repeat their old charges, but found a more effective weapon to their hands in a new charge of a political kind - that Athanasius had threatened to stop the Alexandrian corn-ships bound for Constantinople."
TRUE,"One of the heroines rescues herself from a ravisher by blinding him with a hair-pin, and as she escapes the seducer apostrophizes the blood which trickles from his eye, and the weapon which has wounded it, in a speech forty verses long."
TRUE,"But it must also be remembered that a feudal army was an inefficient weapon for long wars, and that the mercenaries, by whom alone it could be replaced, were both expensive and untrustworthy."
TRUE,"In his later military career he was the first general who showed on a large scale how the national English weapon, the bow, could win fights when properly combined with the charge of the mailed cavalry."
TRUE,It was the weapon of the old City Guard of Edinburgh.
TRUE,"Obstruction was Fersen's chief weapon, and he continued to postpone the granting of subsidies by the house of nobles for some weeks."
TRUE,On monuments and cylinders he is represented as armed with the weapon with which he despatched the monster Tiamat.
TRUE,"He would find, in theory at least, that he possessed a weapon of matchless power and precision."
TRUE,"Little conspiracies were got up to displace him, and might have succeeded but for an unconquerable dread of the weapon that destroyed Peel."
TRUE,In either case his resistance only served to give a weapon to his enemies in the Assembly.
TRUE,"With sabort and experience a mass of flint can be worked to any simple shape by well directed strokes, and further trimming can be effected with pressure by a pointed stone in a direction slightly across the edge of the weapon."
TRUE,"The Celts cared nothing for the king except as a weapon against the Protestants; the old Anglo-Irish Catholics cared much, but the nearer Charles approached them the more completely he alienated the Protestants."
TRUE,"By proposing to allow the president of the Assembly to call in armed force, the questors revealed the Assembly's plans for defence, and gave the Elysee a weapon against it (""donnent barre contre elle a l'Elysee"")."
TRUE,"Thus his raid upon Dobrzyn, the latest acquisition of the knights on Polish soil, speedily gave them a ready weapon against him."
TRUE,"Not merely did he fight for the Protestant cause as a preacher and theologian, but he was almost the only member of Luther's party who was able to confront the Roman Catholics with the weapon of literary satire."
TRUE,"In 1280 he was wounded in the head with a dart, and as he retained there a part of the weapon for a year, he was called "" Otto with the dart."""
TRUE,"He reloaded his weapon first, then entered his bedroom for a new shirt."
TRUE,"I can master any weapon without really trying, Jonny said, a touch of pride in his voice."
TRUE,"Any weapon I come across, I can master without even trying!"
TRUE,"If what the Watcher said was remotely true, she was a powerful weapon in the hands of the Others, and he had limited otherworldly ability to protect her from them."
TRUE,Any hope he'd had of finding somethingâ€”anything!â€”to use as a weapon was dashed as he looked around the sparsely decorated room.
TRUE,One of the members of Jonny's own personal guard had shifted forward and was discreetly drawing the weapon at his thigh.
TRUE,"One of Dusty's spies found out the Others have a weapon they want to use, we think to open the gateway between the immortal and mortal worlds."
TRUE,"Czerno was already there and with him, a secret weapon, one that made the vamp believe they'd win before he'd been shot down."
TRUE,"Every ship, every weapon they own, came from Anshan ore."
TRUE,"Brady peeled his face mask off and lowered the muzzle of his weapon, unnerved by the unrealistic utopia after the three-day battle up the side of the mountain."
TRUE,It would make a formidable weapon if he was anything other than what she suspected.
TRUE,What if that weapon had a taste for blood and didn't want to stop?
TRUE,"Every campaign, he gave it to her for safekeeping, in case the weapon of an enemy severed the leather cord and it was lost."
TRUE,Banal lyrics with meaning and worth is another essential weapon in a jazz singer's armory.
TRUE,"Subjects include aeronautics, astronautics, military vehicle and weapon technology, and electronic and information warfare."
TRUE,"An extremely effective area weapon, the EMP produced by a nuclear airburst would undoubtedly produce severe damage to the civilian infrastructure."
TRUE,"Airspace weapon systems Current programs include Scramjet, future air-to-surface guided weapons, Storm Shadow and attack helicopter air-to-surface weapons."
TRUE,Iraq has made several attempts to buy high-strength aluminum tubes used to enrich uranium for a nuclear weapon.
TRUE,The ability to fire a weapon outside the defensive armaments of an enemy bomber had obvious advantages.
TRUE,A man is not armed because he has custody of a weapon.
TRUE,Not everyone who performs well with his weapon possesses this attribute.
TRUE,"This weapon is prayer, which, she wrote, ' is as sure as my two-handed backhand."
TRUE,It has always been intended to produce the weapon in caliber 7-08 for jurisdictions where 30 caliber weapons are forbidden.
TRUE,"Today, with the empire long dismantled, a rearticulated national chauvinism is a much more useful weapon."
TRUE,"A responsive, informed citizenry is the best weapon we have against crime."
TRUE,When infra-red homing is used decoy hot sources may be used to deflect the incoming weapon.
TRUE,"Later, when the tank became a serious tactical weapon, anti-tank ditches were added to the first line of defense."
TRUE,"At first glance two pieces of wood strung together by a length of cord, may not look too fearsome a weapon."
TRUE,The competition has been run successfully for the last 3 years and attracts the top ranking national fencers in each weapon.
TRUE,"With the withdrawal of a Rn fencer with an injury the RAF took victory against the RN 2-1, again taking the weapon win."
TRUE,"It became a ratings weapon for ITV, deployed whenever the channel needed a fillip or to attract viewers to an entirely different series."
TRUE,"Firstly rather than your bare fists, you have a weapon, or pair of weapons, at your disposal."
TRUE,"Rather, they deliberately foment sectarianism, a traditional weapon of colonizers."
TRUE,What do you do if you ca n't frag some one by running at them and blasting your weapon?
TRUE,"Our splendid main battle tank is almost impervious to the rocket propelled grenade, which is the weapon of choice of the enemy."
TRUE,It's a pretty lethal weapon in inexperienced hands.
TRUE,"Nonlethal weapons are legal with respect to jus in bello if the effects of the weapon are not long-term, debilitating, or irreversible."
TRUE,The new design does not require any modification to the mating weapon connector or aircraft.
TRUE,Weapon No 312 Bayonet Triangular Common Socket - Prior to 1814 A pattern bayonet used on British smooth bore muskets prior to 1814.
TRUE,Even possession of a (normally) two-handed weapon such as the spear didn't obviate the necessity of acquiring empty-handed saborts.
TRUE,The rear sight should not obtrude anymore than necessary above the weapon itself.
TRUE,"If you usually carry a penknife, make sure you leave it behind as the police could conceivably construe it as an offensive weapon."
TRUE,Tina is a highly ranked squash player in Austria and is Marcel's secret weapon for the team event in Vienna.
TRUE,"His examples will run from bee-keepers and pigeon-fanciers to those anxious and willing to use poison gas, the period weapon of mass destruction."
TRUE,"On the other hand, the weapon models are very good some even looking like they have more polys than the player models."
TRUE,"The Charter neither expressly prohibits, nor permits, the use of any specific weapon, including nuclear weapons."
TRUE,"When a uranium-tipped weapon hits an object, it produces a vapor that is weakly radioactive."
TRUE,"The weapon, tho, has not been used of late and is rather rusty."
TRUE,"After a colored sash is finished, it is possible to take a weapon grading."
TRUE,In so doing he gave away a highly serviceable political weapon.
TRUE,The traditional Irish shillelagh or cudgel is one example of a weapon made with this wood.
TRUE,"The all-woman shortlist, in short, has been a crucial weapon in the fight to secure more women MPs representing Welsh seats."
TRUE,He persisted in sending shrapnel - a useless weapon in trench warfare.
TRUE,The siege Tower was an invaluable Medieval siege attack weapon.
TRUE,But the funny remark made with apparent sincerity was not the only weapon in her humorous armory.
TRUE,No in-game yet as we are still needing a weapon skinner.
TRUE,A sling shot in my hands is a kid's toy A sling shot in my hands is a kid's toy A sling shot in David's hand was a mighty weapon.
TRUE,"An economic weapon, wheat smut, designed to attack crops, was also being experimented with."
TRUE,The weapon shown has a solenoid fitted on the right hand side of the body.
TRUE,"However, putting a culture containing millions of bacillus anthracis spores into a form that makes an effective weapon is not easy."
TRUE,"These include kick, lightening strike, weapon strip frying pan to the head and penalty box."
TRUE,Every move that Ryu pulls off with every weapon looks completely realistic and supremely stylish.
TRUE,"The Mangonel was an invaluable Medieval siege attack weapon, similar to a catapult which worked by using torsion or counterpoise."
TRUE,For the first time since the Greek trireme the ship reemerged as a weapon in its own right.
TRUE,The Effects of Anthrax In 1941 the Russians developed tularemia as a biological weapon.
TRUE,"After a quick twirl of the weapon to show off, she punched with her left and staked with her right."
TRUE,"Then thirdly, he was unconventional in that he used an unconventional weapon."
TRUE,Donald Martin's witness box weapon of choice was pure vitriol.
TRUE,"Tho the machine guns seem weak, they are the best and most accurate weapon if used correctly."
TRUE,"Yesterday, another activist was arrested for possessing an offensive weapon, taking the total number of arrests to 39."
TRUE,Iraq could make nuclear weapon in months to a year once it acquires sufficient weapons-grade fissile material.
TRUE,"Though rejected by the Jesuits, who found peripatetic formulae a faithful weapon against the enemies of the church, Cartesianism was warmly adopted by the Oratory, which saw in Descartes something of St Augustine, by Port Royal, which discovered a connexion between the new system and Jansenism, and by some amongst the Benedictines and the order of Ste Genevieve."
TRUE,"In his Autobiography he alleges that he learned from the Provincial Letters of Pascal "" to manage the weapon of grave and temperate irony, even on subjects of ecclesiastical solemnity."""
TRUE,"It took up, too, the Democratic weapon of states' rights, and in New England carried sectionalism dangerously near secession in 1808, and in 1812-1814,during the movement, in opposition to the war of 1812, which culminated in the Hartford Convention (see Hartford)."
TRUE,She had been making out with a man who might be involved in drug trafficking.
TRUE,He was living off of the proceeds of illegal drugs trafficking.
TRUE,"Mary was adamant about the fact that, for the surrogate mother, it was basically trafficking babies."
TRUE,Seven people have been arrested as part of a nationwide crackdown on the trafficking of women into a life of vise.
TRUE,"While the women hosting purse parties may not realize it, they are often at the bottom of a much larger illegal trafficking chain of counterfeit goods."
TRUE,The main focus of my research is to clarify the role of Rab GTPases in regulating vesicular trafficking in osteoclasts.
TRUE,"An admitted gang member, he was arrested and convicted of cocaine trafficking at an early age."
TRUE,"Like its predecessor, this title puts you into the action as a Navy SEAL who must stop forces who are engaged in weapon and drug trafficking."
TRUE,"Bedingfield is also active with a group called Stop the Traffik, which works to put an end to global human trafficking and Bono's (RED) campaign to raises awareness of poverty in Africa."
TRUE,His country was also encouraged by the attention being given to the scourge of illicit trafficking in small arms.
TRUE,"It is therefore, likely that defects in synaptic vesicle trafficking may be associated with specific sub-forms of schizophrenia."
TRUE,MySpace Tracker is a very clean but detailed and user-friendly site that gives you accurate and current information on your profile trafficking pages.
TRUE,Police drug traffickers arrested A fourth police officer in the southern province of Inhambane has been arrested for trafficking in the drug hashish.
TRUE,The fight against the illicit traffic in cultural property The extent of illicit trafficking has never been greater.
TRUE,They had been living a lavish lifestyle over a four year period principally funded from the proceeds of illegal drugs trafficking.
TRUE,These include components of signaling pathways and ubiquitin ligase proteins that regulate signal receptor trafficking.
TRUE,"Once relatively stable, even sleepy, Karachi became a nexus for drug and arms trafficking in the 1980s."
TRUE,The majority of cases concern trafficking into forced prostitution from Eastern Europe.
TRUE,"In Africa, illicit trafficking in small and light arms had become a major scourge."
TRUE,Why were they not raiding a drugs den or a human trafficking sex slave brothel instead?
TRUE,"This was followed by La Nuova Italia ed i Vecchi Zelanti (1881), another attack on the Vatican policy; and by his Vaticano Regio (1883), in which he accuses the Vatican of trafficking in holy things and declares that the taint of worldliness came from the false principles accepted by the Curia."
TRUE,The investigations of the most recent of Talleyrand's biographers tend to show that the charges made against him of trafficking with the envoys have been overdrawn; but all his apologists admit that irregularities occurred.
TRUE,He could not have become suddenly blind to the fallacy of the expectations derived from such a course; and all his life it had been his distinction to look above the transient and trafficking expedients of the professional politician.
TRUE,"This unscrupulous proceeding, known as the Secularizations (February 1803), was carried out largely on lines laid down by Bonaparte and Talleyrand; and the latter is known to have made large sums of money by trafficking with the claimants of church lands."
TRUE,"Some kinds are made close and dense in texture, for carrying such seed as poppy or rape and sugar; others less close are used for rice, pulses, and seeds of like size, and coarser and opener kinds again are woven for the outer cover of packages and for the sails of country boats."
TRUE,"On an average, £3,000,000 to £4,000,000 worth of wheat, about £i,000,000 worth of rye, and over £1,500,000 worth of barley are exported annually, besides oats, flax, linseed, rape seed, oilcake, bran, flour, vegetable oils, raw wool and caviare."
TRUE,"With a very few exceptions the speeches are dignified in tone, full of life and have at least a dramatic propriety, while of such incongruous and laboured absurdities as the speech which Dionysius puts into the mouth of Romulus, after the rape of the Sabine women, there are no instances in Livy."
TRUE,"Rape is grown in the marsh lands and flax on the east coast, while large quantities of apples and other fruit are raised near Altona for the Hamburg and English markets."
TRUE,"To increase the number of doubles, ewes are sometimes put on good fresh grass, rape or mustard a week before the tups go out - a ram to sixty ewes is a usual proportion, though with care a stud ram can be got to settle twice the number."
TRUE,"On the chest of Cypselus, Marpessa is represented as following Idas from the temple of Apollo (by whom, according to some, she had been carried off), and there was a painting by Polygnotus of the rape of the Leucippidae in the temple of the Dioscuri at Athens."
TRUE,The lowest specific gravity is owned by the oils belonging to the rape oil group - from 0.913 to 0.916.
TRUE,"The boiling out process cannot be applied to small seeds, such as linseed and rape seed."
TRUE,"The olive press, which was also used in the vineyards for expressing the grape juice, found its way from the south of France to the north, and was employed there for expressing poppy seed and rape seed."
TRUE,"It is true that on the continent extracted meal, especially rape meal from good Indian seed and palm kernel meal, are somewhat largely used as focd for cattle in admixture with press cakes, but in England no extracted meal is used for feeding cattle, but finds its proper use in manuring the land."
TRUE,"But the oils belonging to the rape oil group are characterized by considerably lower saponification values, viz."
TRUE,"In the case of those oils which do not belong to the rape oils and yet show abnormally low saponification values, the suspicion is raised at once that a certain amount of mineral oils (which do not absorb alkali and are therefore termed ""unsaponifiable"") has been admixed fraudulently."
TRUE,I thought there was no situation I couldn't handle outside of rape - and I didn't believe you would do that.
TRUE,"He was sent to jail, but only for the rape they could prove."
TRUE,"He found God, started a church and homeless shelter in Philadelphia, and confessed to every rape he'd committed."
TRUE,"I knew rape was power to the perpetrator so I vowed to be firm and possibly defiant, and not display fear."
TRUE,"Did he rape you, Lydia?"
TRUE,"The bastard was trying to rape me, for god's sake!"
TRUE,"She recalled her night with a jolt and sat, expecting men to leap from the shadows to rape her."
TRUE,"If he wanted to abort her, to rape her, he could have done it with impunity many times over."
TRUE,Rape and sexual assault that recurs is considered sexual abuse.
TRUE,"Rape and sexual assault are especially traumatic for children and adolescents, who often do not fully understand normal sexual activity."
TRUE,Similar statistics were gathered by the NCJJ regarding the perpetrators of rape and sexual assault.
TRUE,Many children and adolescents are reluctant to report rape and sexual assault for a number of reasons.
TRUE,"Unreported rape and sexual assault are especially common when the offender is known to the victim, such as a family member or respected member of the community (e.g., clergy, teacher)."
TRUE,"Rape and sexual assault are diagnosed by interviewing the patient and parents, physical and gynecological examination, and laboratory tests for the presence of seminal fluid."
TRUE,"In many cases, children or adolescents do not report the rape or sexual assault, but they do show obvious signs of physical violence."
TRUE,"When rape is suspected, diagnosis may be made by a psychiatrist or psychologist based on sessions with the victim."
TRUE,"In such cases, diagnosis of rape or sexual assault is revealed through therapy sessions for PTSD."
TRUE,Approximately 31 percent of rape victims develop PTSD as a result of their assault.
TRUE,"Because rape is a crime, there are certain requirements for medical evaluation of the patient and for record keeping."
TRUE,"After evidence is collected, rape victims are treated with appropriate medical care for their injuries."
TRUE,Children and adolescents who have been raped or sexually assaulted are three times more likely to experience another rape in adulthood.
TRUE,"For adolescents, untreated rape and sexual assault can result in serious long-term psychological effects."
TRUE,"Even when treated, rape and sexual assault can cause poor self-esteem, sexual dysfunction and impaired sexual and personal relations, insomnia, anxiety, eating disorders, and other psychological symptoms that last into adulthood."
TRUE,"Usually, rape and sexual assault cannot be prevented, and it is important that children and adolescents, who often think they are at fault after an attack, be told that there was nothing they could have done to prevent the attack."
TRUE,"Because rape and sexual assault cause long-term psychological trauma, parents should be aware of symptoms of PTSD, depression, substance abuse, high-risk behaviors, and anxiety in their children."
TRUE,Long-term therapy with a counselor experienced in rape and sexual assault trauma can benefit both the victim and parents.
TRUE,Parents should also be aware that PTSD and other psychological effects of rape can manifest as poor school performance.
TRUE,"Kawsar, M., et al. ""Prevalence of Sexually Transmitted Infections and Mental Health Needs of Female Child and Adolescent Survivors of Rape and Sexual Assault Attending a Specialist Clinic."""
TRUE,"Ruggiero, Kenneth J., et al. ""Is Disclosure of Childhood Rape Associated with Mental Health Outcome?"
TRUE,"Involuntary sexual intercourse such as rape and sexual abuse may occur more commonly among adolescents, especially younger adolescent women, and often pose a potential risk for acquisition of STDs."
TRUE,"He said he was a lawyer, an astronaut, a doctor… He would go on dates with women and put something in their drink, and rape them."
TRUE,"Regardless of the length of your relationship, forced sex is rape, end of story."
TRUE,"Known as date rape drugs, they have received plenty of media attention."
TRUE,"Remember, physical force is not necessary in a date rape situation."
TRUE,Simply the threat of violence or fear can lead to a date rape.
TRUE,"Once sexual penetration happens after the words ""no,"" it is rape - plain and simple."
TRUE,A recovering victim of any kind of rape situation needs continuing guidance to rebuild self esteem and trust.
TRUE,"This might have something to do with the rape, but not necessarily."
TRUE,"What this means is, should a girl and guy become intimate and the age difference between them is 5 years or more, the older person could be charged with statutory rape."
TRUE,You may prefer to call their helpline at 1-866-331-9474 or 1-866-331-8453 TTY.You may also want to contact a local domestic violence organization or rape crisis center in your area.
TRUE,"Other movies followed suit with high numbers including The Waltons' Thanksgiving Story in '73, Women in Chains in '72 and A Case of Rape in '74."
TRUE,Character studies set Days apart from the competition as the plot explored the fragile mental state of Marie Horton and the rape of Mickey Horton's wife Laura by his own brother Bill.
TRUE,Erica's child (a product of a rape when she was just 14 years old) debuted on the show in the mid 90s played by Sarah Michelle Gellar (who would earn an Emmy for her portrayal and would go on to play Buffy the Vampire Slayer).
TRUE,"While Bianca, Erica's younger daughter got her fair share of controversy (her coming out story, rape and later the birth of her daughter ), Kendall is the modern day Erica without as many wedding rings."
TRUE,"The rape, initially a spoil point for Laura's near perfect romance with her teenage husband Scotty, was eventually swept under the rug as the unique chemistry between the actors and the characters came to the forefront."
TRUE,When Roger Howarth played Todd Manning he refused to participate in passionate love scenes out of sensitivity to the fans of the show that met Manning when he led the gang rape of Marty Saybrook.
TRUE,"Todd's violent past on the show, including his participation in the date rape of Marty Saybrooke, left fans breathless with his range, so St John needed to fill big shoes."
TRUE,Nora's work as the district attorney landed Smith front and center as she participated in the prosecution of the Marty Saybrooke rape trial.
TRUE,"As its popularity grew, however, Hollyoaks began to tackle much more serious issues, such as incest, alcoholism, date rape, eating disorders and drugs, to name just a few."
TRUE,"Indeed, Coronation Street has seen its share of jaw-dropping storylines since its inception, ranging from kidnappings and gang violence to infidelity and rape."
TRUE,Marty's rape in the college dorm room put Kevin Buchanan in the hot seat and Todd Manning's reign of terror led to powerful leading man status.
TRUE,"Todd, the villain who led a gang rape of Marty, has been forced to come to grips with who he is and where he came from."
TRUE,Daughter Kendall is the product of a rape that occurred when Erica was just 14 years old.
TRUE,The first was a product of rape and the second was Zach donating sperm so that Bianca's children would share similar DNA.
TRUE,"In her 40 years on the series, Viki has struggled with rape, divorce, stroke, breast cancer, love, loss and widowhood."
TRUE,"In 1993, wild child Marty Saybrooke was the victim of a brutal gang rape in a college dorm room."
TRUE,Among some of the great storylines was a revisit to Laura's rape in 1999 when son Lucky learned of it.
TRUE,My husband would never rape me.
TRUE,The neighboring kingdoms rape and abort even their own!
TRUE,I'm not going to rape you.
TRUE,You can't rape a willing soul.
TRUE,"When he holds you down to do it, that indicates a potential for rape."
TRUE,"In fact, I'm actually considering putting our entire rape acreage down to the variety for the coming season."
TRUE,"The GM beet was tolerant to glyphosate, the GM maize and oilseed rape were tolerant to glufosinate ammonium."
TRUE,She presented a paper and poster on assessment of resistance to light leaf spot and stem canker in oilseed rape cultivars.
TRUE,"They rape any female chimp they come across, murder her baby, form a gang to go hunting monkeys."
TRUE,"Pain Shared Rape does not just hurt the child and family, but also the child's classmates."
TRUE,"Asked whether or not the GM contaminated oilseed rape crops should be destroyed, 93% said yes, 7% said no."
TRUE,This was 80 times the separation distances used for crop trials of GM oilseed rape in the UK.
TRUE,"One scene featured the song "" Do you want to be in my gang, my gang, my gang rape "" ."
TRUE,Evidence for GM oilseed rape suggests that gene flow to wild relatives is very rare and that hybrids do not establish in the wild.
TRUE,Among the crops were GM oilseed rape varieties used to produce F1 hybrids belonging to AgrEvo UK (now Aventis ).
TRUE,The claim of mass rape sounded just too implausible to the Newsroom to be included in the program.
TRUE,"Then we have cereals and grasses and brassicas, which include kale, swede, mangels, turnip and rape."
TRUE,Few other species involved in the movement - just 1 Tree Pipit - but a flock of c100 linnets in the rape field.
TRUE,"Wheat, oilseed rape and potatoes are the main arable crops, alongside forage maize frown for the 180 strong dairy herd."
TRUE,The data from the winter oilseed rape trials are being collated now.
TRUE,Modeling the persistence of volunteer oilseed rape (Brassica napus ). Ecological Modeling.
TRUE,"For example, someone facing charges of child rape could have previous convictions for downloading child pornography from the internet revealed to the jury."
TRUE,It also runs a girls ' hostel for underage victims of rape or forced prostitution.
TRUE,"Information about torture, rape and trauma refugees experienced is also not readily available."
TRUE,"Rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rape can happen to anyone and in 2004 there were an estimated 200,000 serious sexual assaults and almost 50,000 rapes or attempted rapes."
TRUE,"Physical assault is a criminal offense as are rape and, in some countries, stalking and marital rape."
TRUE,The victim should also be dissuaded from washing etc in the case of alleged rape.
TRUE,Two men convicted a year later for the brutal rape and murder of another young girl are his prime suspects.
TRUE,The rape film helped to change police treatment of rape victims.
TRUE,Across the road from the camp is the closely watched GM oilseed rape field trial.
TRUE,I found a field of oil-seed rape with a rough path round the edge next to the canal.
TRUE,Many fields are already showing green with new leaves of Oil seed rape or the straight new shoots of the emerging cereal crops.
TRUE,Colonies need to be strong enough to take advantage of oil seed rape in April.
TRUE,An announcement for winter oilseed rape sites is expected shortly.
TRUE,I grow double low rapeseed for food use and HEAR industrial rape which is poisonous to humans.
TRUE,It starts with the horrific rape and near murder of a ten year old black girl by two racist redneck white men.
TRUE,The Washington Post also reports stories of rape are emerging from ethnic Albanian refugees.
TRUE,"Three crops are involved - sugar beet, oilseed rape and fodder maize - all modified to be herbicide resistant."
TRUE,"These centers are prisons in all but name, with detainees having fewer legal rights than criminals arrested on charges of rape and murder."
TRUE,"People spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spike drinks for a number of reasons including wanting to sexually assault, rape or rob the person whose drink they have spiked."
TRUE,It shows that the palace ignored legal advice to properly investigate the rape claim by former valet George Smith.
TRUE,It affects 3% of soldiers but perhaps 20% of rape victims.
